,PMID,PMCID,DOI,mapping_method,uberon_entity_term,uberon_entity_id,author_category,dataset_source,collection_id,collection_version_id,dataset_id,dataset_version_id,author_cell_term,author_cell_set,match,cell_ontology_term,cell_ontology_id,uuid
0,37824655,PMC11687949,doi.org/10.1126/science.adf6812,manual,brain,http://purl.obolibrary.org/obo/UBERON_0000955,CrossArea_cluster,cellxgene.cziscience.com,d17249d2-0e6e-4500-abb8-e6c93fa1ac6f,de0c22dd-5a9f-4253-ab6b-721935ab6c65,c3aa4f95-7a18-4a7d-8dd8-ca324d714363--9c63201d-bfd9-41a8-bbbc-18d947556f3d--e4ddac12-f48f-4455-8e8d-c2a48a683437--5346f9c6-755e-4336-94cc-38706ec00c2f--d01c9dff-abd1-4825-bf30-2eb2ba74597e,0476ef54-aefe-4754-b0e9-d9fcd75adff4--8b09695a-1426-4867-961e-c40a1fbcc2da--3280113b-7148-4a3e-98d4-015f443aab8a--f72b8175-8316-4343-86bb-d5171d5ef079--c4959ded-83dc-4442-aac7-9a59bdb47801,L2/3 IT_1,L2/3 IT_1,skos:broadMatch,L2/3 intratelencephalic projecting glutamatergic neuron,http://purl.obolibrary.org/obo/CL_4030059,057e29ss5wpx
1,37824655,PMC11687949,doi.org/10.1126/science.adf6812,manual,brain,http://purl.obolibrary.org/obo/UBERON_0000955,CrossArea_cluster,cellxgene.cziscience.com,d17249d2-0e6e-4500-abb8-e6c93fa1ac6f,de0c22dd-5a9f-4253-ab6b-721935ab6c65,c3aa4f95-7a18-4a7d-8dd8-ca324d714363--9c63201d-bfd9-41a8-bbbc-18d947556f3d--e4ddac12-f48f-4455-8e8d-c2a48a683437--5346f9c6-755e-4336-94cc-38706ec00c2f--d01c9dff-abd1-4825-bf30-2eb2ba74597e,0476ef54-aefe-4754-b0e9-d9fcd75adff4--8b09695a-1426-4867-961e-c40a1fbcc2da--3280113b-7148-4a3e-98d4-015f443aab8a--f72b8175-8316-4343-86bb-d5171d5ef079--c4959ded-83dc-4442-aac7-9a59bdb47801,L2/3 IT_2,L2/3 IT_2,skos:broadMatch,L2/3 intratelencephalic projecting glutamatergic neuron,http://purl.obolibrary.org/obo/CL_4030059,yuflxevz62fh
2,37824655,PMC11687949,doi.org/10.1126/science.adf6812,manual,brain,http://purl.obolibrary.org/obo/UBERON_0000955,CrossArea_cluster,cellxgene.cziscience.com,d17249d2-0e6e-4500-abb8-e6c93fa1ac6f,de0c22dd-5a9f-4253-ab6b-721935ab6c65,c3aa4f95-7a18-4a7d-8dd8-ca324d714363--9c63201d-bfd9-41a8-bbbc-18d947556f3d--e4ddac12-f48f-4455-8e8d-c2a48a683437--5346f9c6-755e-4336-94cc-38706ec00c2f--d01c9dff-abd1-4825-bf30-2eb2ba74597e,0476ef54-aefe-4754-b0e9-d9fcd75adff4--8b09695a-1426-4867-961e-c40a1fbcc2da--3280113b-7148-4a3e-98d4-015f443aab8a--f72b8175-8316-4343-86bb-d5171d5ef079--c4959ded-83dc-4442-aac7-9a59bdb47801,L2/3 IT_3,L2/3 IT_3,skos:broadMatch,L2/3 intratelencephalic projecting glutamatergic neuron,http://purl.obolibrary.org/obo/CL_4030059,48nxuwnk5kuh
3,37824655,PMC11687949,doi.org/10.1126/science.adf6812,manual,brain,http://purl.obolibrary.org/obo/UBERON_0000955,CrossArea_cluster,cellxgene.cziscience.com,d17249d2-0e6e-4500-abb8-e6c93fa1ac6f,de0c22dd-5a9f-4253-ab6b-721935ab6c65,c3aa4f95-7a18-4a7d-8dd8-ca324d714363--9c63201d-bfd9-41a8-bbbc-18d947556f3d--e4ddac12-f48f-4455-8e8d-c2a48a683437--5346f9c6-755e-4336-94cc-38706ec00c2f--d01c9dff-abd1-4825-bf30-2eb2ba74597e,0476ef54-aefe-4754-b0e9-d9fcd75adff4--8b09695a-1426-4867-961e-c40a1fbcc2da--3280113b-7148-4a3e-98d4-015f443aab8a--f72b8175-8316-4343-86bb-d5171d5ef079--c4959ded-83dc-4442-aac7-9a59bdb47801,L2/3 IT_4,L2/3 IT_4,skos:broadMatch,L2/3 intratelencephalic projecting glutamatergic neuron,http://purl.obolibrary.org/obo/CL_4030059,tkvg148zsa6x
4,37824655,PMC11687949,doi.org/10.1126/science.adf6812,manual,brain,http://purl.obolibrary.org/obo/UBERON_0000955,CrossArea_cluster,cellxgene.cziscience.com,d17249d2-0e6e-4500-abb8-e6c93fa1ac6f,de0c22dd-5a9f-4253-ab6b-721935ab6c65,c3aa4f95-7a18-4a7d-8dd8-ca324d714363--9c63201d-bfd9-41a8-bbbc-18d947556f3d--e4ddac12-f48f-4455-8e8d-c2a48a683437--5346f9c6-755e-4336-94cc-38706ec00c2f--d01c9dff-abd1-4825-bf30-2eb2ba74597e,0476ef54-aefe-4754-b0e9-d9fcd75adff4--8b09695a-1426-4867-961e-c40a1fbcc2da--3280113b-7148-4a3e-98d4-015f443aab8a--f72b8175-8316-4343-86bb-d5171d5ef079--c4959ded-83dc-4442-aac7-9a59bdb47801,L2/3 IT_5,L2/3 IT_5,skos:broadMatch,L2/3 intratelencephalic projecting glutamatergic neuron,http://purl.obolibrary.org/obo/CL_4030059,yykx144zfs2i
5,37824655,PMC11687949,doi.org/10.1126/science.adf6812,manual,brain,http://purl.obolibrary.org/obo/UBERON_0000955,CrossArea_cluster,cellxgene.cziscience.com,d17249d2-0e6e-4500-abb8-e6c93fa1ac6f,de0c22dd-5a9f-4253-ab6b-721935ab6c65,c3aa4f95-7a18-4a7d-8dd8-ca324d714363--9c63201d-bfd9-41a8-bbbc-18d947556f3d--e4ddac12-f48f-4455-8e8d-c2a48a683437--5346f9c6-755e-4336-94cc-38706ec00c2f--d01c9dff-abd1-4825-bf30-2eb2ba74597e,0476ef54-aefe-4754-b0e9-d9fcd75adff4--8b09695a-1426-4867-961e-c40a1fbcc2da--3280113b-7148-4a3e-98d4-015f443aab8a--f72b8175-8316-4343-86bb-d5171d5ef079--c4959ded-83dc-4442-aac7-9a59bdb47801,L2/3 IT_6,L2/3 IT_6,skos:broadMatch,L2/3 intratelencephalic projecting glutamatergic neuron,http://purl.obolibrary.org/obo/CL_4030059,o6meqivjj1d2
6,37824655,PMC11687949,doi.org/10.1126/science.adf6812,manual,brain,http://purl.obolibrary.org/obo/UBERON_0000955,CrossArea_cluster,cellxgene.cziscience.com,d17249d2-0e6e-4500-abb8-e6c93fa1ac6f,de0c22dd-5a9f-4253-ab6b-721935ab6c65,c3aa4f95-7a18-4a7d-8dd8-ca324d714363--9c63201d-bfd9-41a8-bbbc-18d947556f3d--e4ddac12-f48f-4455-8e8d-c2a48a683437--5346f9c6-755e-4336-94cc-38706ec00c2f--d01c9dff-abd1-4825-bf30-2eb2ba74597e,0476ef54-aefe-4754-b0e9-d9fcd75adff4--8b09695a-1426-4867-961e-c40a1fbcc2da--3280113b-7148-4a3e-98d4-015f443aab8a--f72b8175-8316-4343-86bb-d5171d5ef079--c4959ded-83dc-4442-aac7-9a59bdb47801,L4 IT_1,L4 IT_1,skos:broadMatch,L4 intratelencephalic projecting glutamatergic neuron,http://purl.obolibrary.org/obo/CL_4030063,y4q44uynn71d
7,37824655,PMC11687949,doi.org/10.1126/science.adf6812,manual,brain,http://purl.obolibrary.org/obo/UBERON_0000955,CrossArea_cluster,cellxgene.cziscience.com,d17249d2-0e6e-4500-abb8-e6c93fa1ac6f,de0c22dd-5a9f-4253-ab6b-721935ab6c65,c3aa4f95-7a18-4a7d-8dd8-ca324d714363--9c63201d-bfd9-41a8-bbbc-18d947556f3d--e4ddac12-f48f-4455-8e8d-c2a48a683437--5346f9c6-755e-4336-94cc-38706ec00c2f--d01c9dff-abd1-4825-bf30-2eb2ba74597e,0476ef54-aefe-4754-b0e9-d9fcd75adff4--8b09695a-1426-4867-961e-c40a1fbcc2da--3280113b-7148-4a3e-98d4-015f443aab8a--f72b8175-8316-4343-86bb-d5171d5ef079--c4959ded-83dc-4442-aac7-9a59bdb47801,L4 IT_2,L4 IT_2,skos:broadMatch,L4 intratelencephalic projecting glutamatergic neuron,http://purl.obolibrary.org/obo/CL_4030063,i8e2kyntyzsi
8,37824655,PMC11687949,doi.org/10.1126/science.adf6812,manual,brain,http://purl.obolibrary.org/obo/UBERON_0000955,CrossArea_cluster,cellxgene.cziscience.com,d17249d2-0e6e-4500-abb8-e6c93fa1ac6f,de0c22dd-5a9f-4253-ab6b-721935ab6c65,c3aa4f95-7a18-4a7d-8dd8-ca324d714363--9c63201d-bfd9-41a8-bbbc-18d947556f3d--e4ddac12-f48f-4455-8e8d-c2a48a683437--5346f9c6-755e-4336-94cc-38706ec00c2f--d01c9dff-abd1-4825-bf30-2eb2ba74597e,0476ef54-aefe-4754-b0e9-d9fcd75adff4--8b09695a-1426-4867-961e-c40a1fbcc2da--3280113b-7148-4a3e-98d4-015f443aab8a--f72b8175-8316-4343-86bb-d5171d5ef079--c4959ded-83dc-4442-aac7-9a59bdb47801,L4 IT_3,L4 IT_3,skos:broadMatch,L4 intratelencephalic projecting glutamatergic neuron,http://purl.obolibrary.org/obo/CL_4030063,rrs4vm9gxdou
9,37824655,PMC11687949,doi.org/10.1126/science.adf6812,manual,brain,http://purl.obolibrary.org/obo/UBERON_0000955,CrossArea_cluster,cellxgene.cziscience.com,d17249d2-0e6e-4500-abb8-e6c93fa1ac6f,de0c22dd-5a9f-4253-ab6b-721935ab6c65,c3aa4f95-7a18-4a7d-8dd8-ca324d714363--9c63201d-bfd9-41a8-bbbc-18d947556f3d--e4ddac12-f48f-4455-8e8d-c2a48a683437--5346f9c6-755e-4336-94cc-38706ec00c2f--d01c9dff-abd1-4825-bf30-2eb2ba74597e,0476ef54-aefe-4754-b0e9-d9fcd75adff4--8b09695a-1426-4867-961e-c40a1fbcc2da--3280113b-7148-4a3e-98d4-015f443aab8a--f72b8175-8316-4343-86bb-d5171d5ef079--c4959ded-83dc-4442-aac7-9a59bdb47801,L4 IT_4,L4 IT_4,skos:broadMatch,L4 intratelencephalic projecting glutamatergic neuron,http://purl.obolibrary.org/obo/CL_4030063,gyzt1aux2xko
