,external_gene_name,ensembl_gene_id,entrezgene_id
3950,RNA5-8SN2,ENSG00000278233,124907115
3951,RNA5-8SN2,ENSG00000278233,124907116
3952,RNA5-8SN2,ENSG00000278233,124907117
3953,RNA5-8SN2,ENSG00000278233,124907118
3954,RNA5-8SN2,ENSG00000278233,124907119
3955,RNA5-8SN2,ENSG00000278233,124907120
3956,RNA5-8SN2,ENSG00000278233,124907121
3957,RNA5-8SN2,ENSG00000278233,124907122
3958,RNA5-8SN2,ENSG00000278233,124907123
3959,RNA5-8SN2,ENSG00000278233,124907124
3960,RNA5-8SN2,ENSG00000278233,124907125
3961,RNA5-8SN2,ENSG00000278233,124907126
3962,RNA5-8SN2,ENSG00000278233,124907127
3963,RNA5-8SN2,ENSG00000278233,124907128
3964,RNA5-8SN2,ENSG00000278233,124907129
3965,RNA5-8SN2,ENSG00000278233,124907130
3966,RNA5-8SN2,ENSG00000278233,124907131
3967,RNA5-8SN2,ENSG00000278233,124907132
3968,RNA5-8SN2,ENSG00000278233,124907133
3969,RNA5-8SN2,ENSG00000278233,124907134
3970,RNA5-8SN2,ENSG00000278233,124907135
3971,RNA5-8SN2,ENSG00000278233,124907136
3972,RNA5-8SN2,ENSG00000278233,124907137
3973,RNA5-8SN2,ENSG00000278233,124907138
3974,RNA5-8SN2,ENSG00000278233,124907139
3975,RNA5-8SN2,ENSG00000278233,124907140
3976,RNA5-8SN2,ENSG00000278233,124907141
3977,RNA5-8SN2,ENSG00000278233,124907142
3978,RNA5-8SN2,ENSG00000278233,124907143
3979,RNA5-8SN2,ENSG00000278233,124907144
3980,RNA5-8SN2,ENSG00000278233,124907145
3981,RNA5-8SN2,ENSG00000278233,124907146
3982,RNA5-8SN2,ENSG00000278233,124907147
3983,RNA5-8SN2,ENSG00000278233,124907148
3984,RNA5-8SN2,ENSG00000278233,124907149
3985,RNA5-8SN2,ENSG00000278233,124907150
3986,RNA5-8SN2,ENSG00000278233,124907151
3987,RNA5-8SN2,ENSG00000278233,124907152
3988,RNA5-8SN2,ENSG00000278233,124907153
3989,RNA5-8SN2,ENSG00000278233,124907154
3990,RNA5-8SN2,ENSG00000278233,124907155
3991,RNA5-8SN2,ENSG00000278233,124907160
3992,RNA5-8SN2,ENSG00000278233,124907172
3993,RNA5-8SN2,ENSG00000278233,124907183
3994,RNA5-8SN2,ENSG00000278233,124907194
3995,RNA5-8SN2,ENSG00000278233,124907205
3996,RNA5-8SN2,ENSG00000278233,124907216
3997,RNA5-8SN2,ENSG00000278233,124907227
3998,RNA5-8SN2,ENSG00000278233,124907238
3999,RNA5-8SN2,ENSG00000278233,124907248
4000,RNA5-8SN2,ENSG00000278233,124907258
4001,RNA5-8SN2,ENSG00000278233,124907269
4002,RNA5-8SN2,ENSG00000278233,124907280
4003,RNA5-8SN2,ENSG00000278233,124907291
4004,RNA5-8SN2,ENSG00000278233,124907302
4005,RNA5-8SN2,ENSG00000278233,124907313
4006,RNA5-8SN2,ENSG00000278233,124907324
4007,RNA5-8SN2,ENSG00000278233,124907327
4008,RNA5-8SN2,ENSG00000278233,124907328
4009,RNA5-8SN2,ENSG00000278233,124907329
4010,RNA5-8SN2,ENSG00000278233,124907330
4011,RNA5-8SN2,ENSG00000278233,124907331
4012,RNA5-8SN2,ENSG00000278233,124907332
4013,RNA5-8SN2,ENSG00000278233,124907333
4014,RNA5-8SN2,ENSG00000278233,124907334
4015,RNA5-8SN2,ENSG00000278233,124907335
4016,RNA5-8SN2,ENSG00000278233,124907336
4017,RNA5-8SN2,ENSG00000278233,124907337
4018,RNA5-8SN2,ENSG00000278233,124907338
4019,RNA5-8SN2,ENSG00000278233,124907339
4020,RNA5-8SN2,ENSG00000278233,124907340
4021,RNA5-8SN2,ENSG00000278233,124907341
4022,RNA5-8SN2,ENSG00000278233,124907342
4023,RNA5-8SN2,ENSG00000278233,124907343
4024,RNA5-8SN2,ENSG00000278233,124907439
4025,RNA5-8SN2,ENSG00000278233,124907440
4026,RNA5-8SN2,ENSG00000278233,124907450
4027,RNA5-8SN2,ENSG00000278233,124907458
4028,RNA5-8SN2,ENSG00000278233,124907467
4029,RNA5-8SN2,ENSG00000278233,124907475
4030,RNA5-8SN2,ENSG00000278233,124907476
4031,RNA5-8SN2,ENSG00000278233,124907477
4032,RNA5-8SN2,ENSG00000278233,124907478
4033,RNA5-8SN2,ENSG00000278233,124907479
4034,RNA5-8SN2,ENSG00000278233,124907480
4035,RNA5-8SN2,ENSG00000278233,124907481
4036,RNA5-8SN2,ENSG00000278233,124907482
4037,RNA5-8SN2,ENSG00000278233,124907483
4038,RNA5-8SN2,ENSG00000278233,124907484
4039,RNA5-8SN2,ENSG00000278233,124907572
4040,RNA5-8SN2,ENSG00000278233,124907573
4041,RNA5-8SN2,ENSG00000278233,124907574
4042,RNA5-8SN2,ENSG00000278233,124907575
4043,RNA5-8SN2,ENSG00000278233,124907576
4044,RNA5-8SN2,ENSG00000278233,124907577
4045,RNA5-8SN2,ENSG00000278233,124907578
4046,RNA5-8SN2,ENSG00000278233,124907579
4047,RNA5-8SN2,ENSG00000278233,124907580
4048,RNA5-8SN2,ENSG00000278233,124907581
4049,RNA5-8SN2,ENSG00000278233,124907584
4050,RNA5-8SN2,ENSG00000278233,124907585
4051,RNA5-8SN2,ENSG00000278233,124907586
4052,RNA5-8SN2,ENSG00000278233,124907587
4053,RNA5-8SN2,ENSG00000278233,124907588
4054,RNA5-8SN2,ENSG00000278233,124907589
4055,RNA5-8SN2,ENSG00000278233,124907590
4056,RNA5-8SN2,ENSG00000278233,124907591
4057,RNA5-8SN2,ENSG00000278233,124907592
4058,RNA5-8SN2,ENSG00000278233,124907593
4059,RNA5-8SN2,ENSG00000278233,124907594
4060,RNA5-8SN2,ENSG00000278233,124907595
4061,RNA5-8SN2,ENSG00000278233,124907596
4062,RNA5-8SN2,ENSG00000278233,124907597
4063,RNA5-8SN2,ENSG00000278233,124907598
4064,RNA5-8SN2,ENSG00000278233,124907600
4065,RNA5-8SN2,ENSG00000278233,124907611
4066,RNA5-8SN2,ENSG00000278233,124907622
4067,RNA5-8SN2,ENSG00000278233,124907633
4068,RNA5-8SN2,ENSG00000278233,124907644
4069,RNA5-8SN2,ENSG00000278233,124907655
4070,RNA5-8SN2,ENSG00000278233,124907662
4071,RNA5-8SN2,ENSG00000278233,124907673
4072,RNA5-8SN2,ENSG00000278233,124907684
4073,RNA5-8SN2,ENSG00000278233,124907694
4074,RNA5-8SN2,ENSG00000278233,124907705
4075,RNA5-8SN2,ENSG00000278233,124907709
4076,RNA5-8SN2,ENSG00000278233,124907710
4077,RNA5-8SN2,ENSG00000278233,124907711
4078,RNA5-8SN2,ENSG00000278233,124907712
4079,RNA5-8SN2,ENSG00000278233,124907713
4080,RNA5-8SN2,ENSG00000278233,124907714
4081,RNA5-8SN2,ENSG00000278233,124907715
4082,RNA5-8SN2,ENSG00000278233,124907716
4083,RNA5-8SN2,ENSG00000278233,124907717
4084,RNA5-8SN2,ENSG00000278233,124907718
4085,RNA5-8SN2,ENSG00000278233,124907719
4086,RNA5-8SN2,ENSG00000278233,124907720
4087,RNA5-8SN2,ENSG00000278233,124907721
4088,RNA5-8SN2,ENSG00000278233,124908237
4089,RNA5-8SN2,ENSG00000278233,124908238
4090,RNA5-8SN2,ENSG00000278233,124908239
4091,RNA5-8SN2,ENSG00000278233,124908240
4092,RNA5-8SN2,ENSG00000278233,124908241
4093,RNA5-8SN2,ENSG00000278233,124908242
4094,RNA5-8SN2,ENSG00000278233,124908243
4095,RNA5-8SN2,ENSG00000278233,124908244
4096,RNA5-8SN2,ENSG00000278233,124908245
4097,RNA5-8SN2,ENSG00000278233,124908246
4098,RNA5-8SN2,ENSG00000278233,124908247
4099,RNA5-8SN2,ENSG00000278233,124908248
4100,RNA5-8SN2,ENSG00000278233,124908249
4101,RNA5-8SN2,ENSG00000278233,124908257
4102,RNA5-8SN2,ENSG00000278233,124908268
4103,RNA5-8SN2,ENSG00000278233,124908278
4104,RNA5-8SN2,ENSG00000278233,124908289
4105,RNA5-8SN2,ENSG00000278233,124908300
4106,RNA5-8SN2,ENSG00000278233,124908310
4107,RNA5-8SN2,ENSG00000278233,124908316
4108,RNA5-8SN2,ENSG00000278233,124908327
4109,RNA5-8SN2,ENSG00000278233,124908336
4110,RNA5-8SN2,ENSG00000278233,124908347
4111,RNA5-8SN2,ENSG00000278233,124908358
4112,RNA5-8SN2,ENSG00000278233,124908368
4113,RNA5-8SN2,ENSG00000278233,124908369
4114,RNA5-8SN2,ENSG00000278233,124908370
4115,RNA5-8SN2,ENSG00000278233,124908371
4116,RNA5-8SN2,ENSG00000278233,124908372
4117,RNA5-8SN2,ENSG00000278233,124908373
4118,RNA5-8SN2,ENSG00000278233,124908374
4119,RNA5-8SN2,ENSG00000278233,124908375
4120,RNA5-8SN2,ENSG00000278233,124908376
4121,RNA5-8SN2,ENSG00000278233,124908377
4122,RNA5-8SN2,ENSG00000278233,124908378
4123,RNA5-8SN2,ENSG00000278233,124908379
4124,RNA5-8SN2,ENSG00000278233,124908380
4125,RNA5-8SN2,ENSG00000278233,124908381
4126,RNA5-8SN2,ENSG00000278233,124908382
4127,RNA5-8SN2,ENSG00000278233,124908383
4128,RNA5-8SN2,ENSG00000278233,124908384
4129,RNA5-8SN2,ENSG00000278233,124908385
4130,RNA5-8SN2,ENSG00000278233,124908386
4131,RNA5-8SN2,ENSG00000278233,124908387
4132,RNA5-8SN2,ENSG00000278233,124908388
4133,RNA5-8SN2,ENSG00000278233,124908389
4134,RNA5-8SN2,ENSG00000278233,124908390
4135,RNA5-8SN2,ENSG00000278233,124908391
4136,RNA5-8SN2,ENSG00000278233,124908392
4137,RNA5-8SN2,ENSG00000278233,124908393
4138,RNA5-8SN2,ENSG00000278233,124908474
4139,RNA5-8SN2,ENSG00000278233,124908494
4140,RNA5-8SN2,ENSG00000278233,124908504
4141,RNA5-8SN2,ENSG00000278233,124908512
4142,RNA5-8SN2,ENSG00000278233,124908513
4143,RNA5-8SN2,ENSG00000278233,124908514
4144,RNA5-8SN2,ENSG00000278233,124908515
4145,RNA5-8SN2,ENSG00000278233,124908516
4146,RNA5-8SN2,ENSG00000278233,124908517
4147,RNA5-8SN2,ENSG00000278233,124908518
4148,RNA5-8SN2,ENSG00000278233,124908519
4149,RNA5-8SN2,ENSG00000278233,124908520
4150,RNA5-8SN2,ENSG00000278233,124908521
4151,RNA5-8SN2,ENSG00000278233,124908522
4152,RNA5-8SN2,ENSG00000278233,124908523
4153,RNA5-8SN2,ENSG00000278233,124908524
4154,RNA5-8SN2,ENSG00000278233,124908525
4155,RNA5-8SN2,ENSG00000278233,124908527
4160,MIR3118-1,ENSG00000266299,100423008
4164,RNU6-286P,ENSG00000207476,124905313
4165,WDR73,ENSG00000291629,84942
4176,MIR3156-3,ENSG00000266211,100423018
4182,MIR6130,ENSG00000275469,102466967
4185,MIR4759,ENSG00000266133,100616243
4186,MIR548X,ENSG00000265841,100422920
4194,SNORA80A,ENSG00000200792,677846
4199,UMODL1-AS1,ENSG00000184385,150147
4202,NMB,ENSG00000291631,4828
4211,MIR802,ENSG00000211590,768219
4222,GOLGA6L5P,ENSG00000291637,100133220
4224,CBR1,ENSG00000159228,873
4235,UBE2Q2P1,ENSG00000291645,388165
4236,LINC00933,ENSG00000291646,100506874
4246,CFAP298-TCP10L,ENSG00000265590,110091775
4249,SIM2,ENSG00000159263,6493
4255,RIPPLY3,ENSG00000183145,53820
4256,RNF139,ENSG00000291729,11236
4258,RRP1B,ENSG00000160208,23076
4259,TATDN1,ENSG00000291730,83940
4260,C13orf46,ENSG00000283302,100507747
4261,RASA3,ENSG00000280477,22821
4263,MIR6844,ENSG00000291732,102466200
4266,AGPAT3,ENSG00000160216,56894
4268,OR4M2,ENSG00000288194,390538
4269,OR4N4,ENSG00000288501,283694
4270,POTEB,ENSG00000288347,100287399
4271,POTEB,ENSG00000288347,100996331
4272,NIPA1,ENSG00000288478,123606
4273,CYFIP1,ENSG00000288461,23191
4279,MIR5692B,ENSG00000264580,100847013
4283,GOLGA6L1,ENSG00000288214,283767
4284,GOLGA6L1,ENSG00000288214,440243
4285,COL18A1-AS2,ENSG00000224574,100874236
4286,COL18A1-AS1,ENSG00000183535,378832
4287,GOLGA8DP,ENSG00000288344,100132979
4288,MIR6815,ENSG00000275167,102465489
4294,TPTE,ENSG00000274391,7179
4295,TPTE,ENSG00000274391,105379278
4297,GOLGA6L2,ENSG00000288517,283685
4298,MAGEL2,ENSG00000288188,54551
4299,NDN,ENSG00000288364,4692
4304,FAM230C,ENSG00000281252,26080
4320,GOLGA6L6,ENSG00000292284,727832
4327,POTEB2,ENSG00000288113,100287399
4338,POTEB3,ENSG00000288142,102724631
4339,OR4M2B,ENSG00000288469,118568804
4340,OR4N4C,ENSG00000288193,105369274
4354,SAA1,ENSG00000288411,6288
4371,GET1-SH3BGR,ENSG00000285815,106865373
4373,MIR6508,ENSG00000275523,102466972
4381,HPS5,ENSG00000288445,11234
4382,PCP4,ENSG00000183036,5121
4384,DSCAM,ENSG00000171587,1826
4386,PCDHA1,ENSG00000291649,56147
4387,PCDHA2,ENSG00000291650,56146
4388,PCDHA3,ENSG00000291651,56145
4389,PCDHA4,ENSG00000291652,56144
4390,PCDHA5,ENSG00000291653,56143
4391,PCDHA6,ENSG00000291654,56142
4392,PCDHA7,ENSG00000291655,56141
4393,PCDHA8,ENSG00000291656,56140
4394,PCDHA9,ENSG00000291657,9752
4396,PCDHA10,ENSG00000291659,56139
4399,PCDHA11,ENSG00000291662,56138
4400,MIR4760,ENSG00000263973,100616148
4402,DSCAM-IT1,ENSG00000233756,100874326
4403,PCDHA12,ENSG00000291663,56137
4408,PCDHA13,ENSG00000291666,56136
4410,MIR3197,ENSG00000263681,100423023
4411,PCSEAT,ENSG00000286027,105372808
4413,PCDHAC2,ENSG00000291668,56134
4415,RIPK4,ENSG00000183421,54101
4416,PCDHB1,ENSG00000291669,29930
4417,PCDHAC1,ENSG00000291670,56135
4419,PCDHB1-AS1,ENSG00000291699,101926905
4422,PCDHB2,ENSG00000291672,56133
4425,PCDHB4,ENSG00000291676,56131
4426,PCDHB5,ENSG00000291677,26167
4428,ZNF558,ENSG00000291737,148156
4431,PCDHB6,ENSG00000291679,56130
4432,MIR6814,ENSG00000275166,102465488
4436,MBD3L1,ENSG00000291743,85509
4438,TFF2,ENSG00000160181,7032
4441,PCDHB7,ENSG00000291681,56129
4443,PCDHB8,ENSG00000291682,56128
4446,PCDHB16,ENSG00000291684,57717
4447,MUC16,ENSG00000291738,94025
4450,PCDHB9,ENSG00000291687,56127
4451,TFF1,ENSG00000160182,7031
4453,PCDHB10,ENSG00000291689,56126
4454,PCDHB11,ENSG00000291690,56125
4455,PCDHB12,ENSG00000291691,56124
4456,GTF2H1,ENSG00000288114,2965
4457,PCDHB13,ENSG00000291692,56123
4458,PCDHB14,ENSG00000291693,56122
4459,UBASH3A,ENSG00000160185,53347
4461,PCDHB18P,ENSG00000291704,54660
4465,PCDHB15,ENSG00000291695,56121
4467,PCDHB3,ENSG00000291674,56132
4468,MIR3159,ENSG00000288358,100423016
4469,LDHA,ENSG00000288299,3939
4473,LINC02145,ENSG00000291744,401172
4475,MED10,ENSG00000291745,84246
4476,RNF135,ENSG00000291712,84282
4478,UBE2QL1,ENSG00000291747,134111
4480,RSPH1-DT,ENSG00000239930,101930094
4487,MIR4733HG,ENSG00000291717,105371722
4488,MIR4733,ENSG00000291718,100616266
4491,OMG,ENSG00000291720,4974
4492,OMG,ENSG00000291720,101927057
4493,HSF1,ENSG00000284774,3297
4495,H2BC12L,ENSG00000234289,54145
4496,H2BC12L,ENSG00000234289,102724334
4497,EVI2B,ENSG00000291721,2124
4498,MIR6070,ENSG00000278433,102464825
4502,DNMT3L,ENSG00000142182,29947
4508,DNMT3L-AS1,ENSG00000232010,105372833
4510,CFAP410,ENSG00000160226,755
4511,DGAT1,ENSG00000285482,8694
4512,MIR1245A,ENSG00000291749,100302219
4513,MIR1245B,ENSG00000291750,100616324
4514,MIR3606,ENSG00000291751,100500837
4515,COL3A1,ENSG00000291748,1281
4521,KRTAP10-1,ENSG00000215455,386677
4522,KRTAP10-2,ENSG00000205445,386679
4523,KRTAP10-3,ENSG00000212935,386682
4524,KRTAP10-5,ENSG00000241123,386680
4525,KRTAP10-6,ENSG00000188155,386674
4526,KRTAP10-7,ENSG00000272804,386675
4527,KRTAP10-8,ENSG00000187766,386681
4529,KRTAP10-10,ENSG00000221859,353333
4530,KRTAP10-11,ENSG00000243489,386678
4531,KRTAP12-4,ENSG00000212933,386684
4532,KRTAP12-3,ENSG00000205439,386683
4533,KRTAP12-2,ENSG00000221864,353323
4536,KRTAP12-1,ENSG00000187175,353332
4545,LINC00163,ENSG00000234880,727699
4546,LINC00165,ENSG00000261706,727701
4553,FTCD-AS1,ENSG00000237338,100861507
4557,OLIG1,ENSG00000184221,116448
4558,POTED,ENSG00000166351,317754
4560,MIR6848,ENSG00000285428,102465511
4561,SCRT1,ENSG00000284923,83482
4562,TMEM249,ENSG00000285272,340393
4563,UMODL1,ENSG00000177398,89766
4566,FBXL6,ENSG00000285442,26233
4572,ADCK5,ENSG00000285451,203054
4575,CPSF1,ENSG00000285049,29894
4581,KRTAP8-1,ENSG00000183640,337879
4582,KRTAP7-1,ENSG00000274749,337878
4583,KRTAP11-1,ENSG00000182591,337880
4584,KRTAP19-8,ENSG00000206102,728299
4588,TIAM1-AS1,ENSG00000237594,150051
4598,ERVH48-1,ENSG00000233056,90625
4600,LIPI,ENSG00000188992,149998
4606,FAM138E,ENSG00000288464,100124412
4608,KRTAP10-9,ENSG00000221837,386676
4609,KRTAP10-4,ENSG00000215454,386672
4610,MIR1302-10,ENSG00000288468,100422834
4612,IGSF5,ENSG00000183067,150084
4617,MEF2D,ENSG00000291761,4209
4626,IQGAP3,ENSG00000291754,128239
4630,MCM3AP,ENSG00000160294,8888
4632,MIR6859-3,ENSG00000288355,102465910
4634,DDX11L16,ENSG00000290633,727856
4635,DDX11L16,ENSG00000290633,100288486
4637,TTC24,ENSG00000291760,164118
4642,HAPLN2,ENSG00000291756,60484
4648,GPATCH4,ENSG00000292251,54865
4651,LINC00562,ENSG00000260388,100861549
4656,LINC00457,ENSG00000225179,100874179
4657,MTUS2-AS2,ENSG00000236758,100874106
4661,MIR939,ENSG00000284918,100126351
4662,MIR1234,ENSG00000285207,100302196
4664,MIR6849,ENSG00000285088,102466749
4669,SLC39A4,ENSG00000285243,55630
4677,SPATA13-AS1,ENSG00000227213,100874231
4682,KBTBD4,ENSG00000284900,55709
4683,MZT1,ENSG00000204899,440145
4685,LINC00374,ENSG00000232954,106144531
4687,ERICH6B,ENSG00000165837,220081
4688,LINC00547,ENSG00000275226,400121
4691,FAM180B,ENSG00000284938,399888
4697,C1QTNF4,ENSG00000284838,114900
4698,KLHL1,ENSG00000150361,57626
4701,AGBL2,ENSG00000285501,79841
4702,VPS28,ENSG00000285339,51160
4721,DIP2A-IT1,ENSG00000223692,100862692
4730,MIR6501,ENSG00000284448,102465248
4740,TTC3,ENSG00000182670,7267
4743,FREM2,ENSG00000150893,341640
4747,PRR20B,ENSG00000204918,729233
4748,FNBP4,ENSG00000285182,23360
4755,PRR20D,ENSG00000227151,729246
4758,PRR20E,ENSG00000234278,729250
4766,CBY2,ENSG00000174015,220082
4767,TCEAL2,ENSG00000291823,140597
4768,BEX5,ENSG00000291824,340542
4769,TCEAL6,ENSG00000291827,158931
4777,MTCH2,ENSG00000285121,23788
4782,POU4F1,ENSG00000152192,5457
4787,NHLRC3,ENSG00000188811,387921
4788,SLC52A2,ENSG00000285112,79581
4792,MIR6724-3,ENSG00000288482,103504739
4795,RNA5-8SN3,ENSG00000288387,109910381
4796,RNA5-8SN3,ENSG00000288387,124907114
4797,RNA5-8SN3,ENSG00000288387,124907115
4798,RNA5-8SN3,ENSG00000288387,124907116
4799,RNA5-8SN3,ENSG00000288387,124907117
4800,RNA5-8SN3,ENSG00000288387,124907118
4801,RNA5-8SN3,ENSG00000288387,124907119
4802,RNA5-8SN3,ENSG00000288387,124907120
4803,RNA5-8SN3,ENSG00000288387,124907121
4804,RNA5-8SN3,ENSG00000288387,124907122
4805,RNA5-8SN3,ENSG00000288387,124907123
4806,RNA5-8SN3,ENSG00000288387,124907124
4807,RNA5-8SN3,ENSG00000288387,124907125
4808,RNA5-8SN3,ENSG00000288387,124907126
4809,RNA5-8SN3,ENSG00000288387,124907127
4810,RNA5-8SN3,ENSG00000288387,124907128
4811,RNA5-8SN3,ENSG00000288387,124907129
4812,RNA5-8SN3,ENSG00000288387,124907130
4813,RNA5-8SN3,ENSG00000288387,124907131
4814,RNA5-8SN3,ENSG00000288387,124907132
4815,RNA5-8SN3,ENSG00000288387,124907133
4816,RNA5-8SN3,ENSG00000288387,124907134
4817,RNA5-8SN3,ENSG00000288387,124907135
4818,RNA5-8SN3,ENSG00000288387,124907136
4819,RNA5-8SN3,ENSG00000288387,124907137
4820,RNA5-8SN3,ENSG00000288387,124907138
4821,RNA5-8SN3,ENSG00000288387,124907139
4822,RNA5-8SN3,ENSG00000288387,124907140
4823,RNA5-8SN3,ENSG00000288387,124907141
4824,RNA5-8SN3,ENSG00000288387,124907142
4825,RNA5-8SN3,ENSG00000288387,124907143
4826,RNA5-8SN3,ENSG00000288387,124907144
4827,RNA5-8SN3,ENSG00000288387,124907145
4828,RNA5-8SN3,ENSG00000288387,124907146
4829,RNA5-8SN3,ENSG00000288387,124907147
4830,RNA5-8SN3,ENSG00000288387,124907148
4831,RNA5-8SN3,ENSG00000288387,124907149
4832,RNA5-8SN3,ENSG00000288387,124907150
4833,RNA5-8SN3,ENSG00000288387,124907151
4834,RNA5-8SN3,ENSG00000288387,124907152
4835,RNA5-8SN3,ENSG00000288387,124907153
4836,RNA5-8SN3,ENSG00000288387,124907154
4837,RNA5-8SN3,ENSG00000288387,124907155
4838,RNA5-8SN3,ENSG00000288387,124907160
4839,RNA5-8SN3,ENSG00000288387,124907172
4840,RNA5-8SN3,ENSG00000288387,124907183
4841,RNA5-8SN3,ENSG00000288387,124907194
4842,RNA5-8SN3,ENSG00000288387,124907205
4843,RNA5-8SN3,ENSG00000288387,124907216
4844,RNA5-8SN3,ENSG00000288387,124907227
4845,RNA5-8SN3,ENSG00000288387,124907238
4846,RNA5-8SN3,ENSG00000288387,124907248
4847,RNA5-8SN3,ENSG00000288387,124907258
4848,RNA5-8SN3,ENSG00000288387,124907269
4849,RNA5-8SN3,ENSG00000288387,124907280
4850,RNA5-8SN3,ENSG00000288387,124907291
4851,RNA5-8SN3,ENSG00000288387,124907302
4852,RNA5-8SN3,ENSG00000288387,124907313
4853,RNA5-8SN3,ENSG00000288387,124907324
4854,RNA5-8SN3,ENSG00000288387,124907327
4855,RNA5-8SN3,ENSG00000288387,124907328
4856,RNA5-8SN3,ENSG00000288387,124907329
4857,RNA5-8SN3,ENSG00000288387,124907330
4858,RNA5-8SN3,ENSG00000288387,124907331
4859,RNA5-8SN3,ENSG00000288387,124907332
4860,RNA5-8SN3,ENSG00000288387,124907333
4861,RNA5-8SN3,ENSG00000288387,124907334
4862,RNA5-8SN3,ENSG00000288387,124907335
4863,RNA5-8SN3,ENSG00000288387,124907336
4864,RNA5-8SN3,ENSG00000288387,124907337
4865,RNA5-8SN3,ENSG00000288387,124907338
4866,RNA5-8SN3,ENSG00000288387,124907339
4867,RNA5-8SN3,ENSG00000288387,124907340
4868,RNA5-8SN3,ENSG00000288387,124907341
4869,RNA5-8SN3,ENSG00000288387,124907342
4870,RNA5-8SN3,ENSG00000288387,124907343
4871,RNA5-8SN3,ENSG00000288387,124907439
4872,RNA5-8SN3,ENSG00000288387,124907440
4873,RNA5-8SN3,ENSG00000288387,124907450
4874,RNA5-8SN3,ENSG00000288387,124907458
4875,RNA5-8SN3,ENSG00000288387,124907467
4876,RNA5-8SN3,ENSG00000288387,124907475
4877,RNA5-8SN3,ENSG00000288387,124907476
4878,RNA5-8SN3,ENSG00000288387,124907477
4879,RNA5-8SN3,ENSG00000288387,124907478
4880,RNA5-8SN3,ENSG00000288387,124907479
4881,RNA5-8SN3,ENSG00000288387,124907480
4882,RNA5-8SN3,ENSG00000288387,124907481
4883,RNA5-8SN3,ENSG00000288387,124907482
4884,RNA5-8SN3,ENSG00000288387,124907483
4885,RNA5-8SN3,ENSG00000288387,124907484
4886,RNA5-8SN3,ENSG00000288387,124907572
4887,RNA5-8SN3,ENSG00000288387,124907573
4888,RNA5-8SN3,ENSG00000288387,124907574
4889,RNA5-8SN3,ENSG00000288387,124907575
4890,RNA5-8SN3,ENSG00000288387,124907576
4891,RNA5-8SN3,ENSG00000288387,124907577
4892,RNA5-8SN3,ENSG00000288387,124907578
4893,RNA5-8SN3,ENSG00000288387,124907579
4894,RNA5-8SN3,ENSG00000288387,124907580
4895,RNA5-8SN3,ENSG00000288387,124907581
4896,RNA5-8SN3,ENSG00000288387,124907584
4897,RNA5-8SN3,ENSG00000288387,124907585
4898,RNA5-8SN3,ENSG00000288387,124907586
4899,RNA5-8SN3,ENSG00000288387,124907587
4900,RNA5-8SN3,ENSG00000288387,124907588
4901,RNA5-8SN3,ENSG00000288387,124907589
4902,RNA5-8SN3,ENSG00000288387,124907590
4903,RNA5-8SN3,ENSG00000288387,124907591
4904,RNA5-8SN3,ENSG00000288387,124907592
4905,RNA5-8SN3,ENSG00000288387,124907593
4906,RNA5-8SN3,ENSG00000288387,124907594
4907,RNA5-8SN3,ENSG00000288387,124907595
4908,RNA5-8SN3,ENSG00000288387,124907596
4909,RNA5-8SN3,ENSG00000288387,124907597
4910,RNA5-8SN3,ENSG00000288387,124907598
4911,RNA5-8SN3,ENSG00000288387,124907600
4912,RNA5-8SN3,ENSG00000288387,124907611
4913,RNA5-8SN3,ENSG00000288387,124907622
4914,RNA5-8SN3,ENSG00000288387,124907633
4915,RNA5-8SN3,ENSG00000288387,124907644
4916,RNA5-8SN3,ENSG00000288387,124907655
4917,RNA5-8SN3,ENSG00000288387,124907662
4918,RNA5-8SN3,ENSG00000288387,124907673
4919,RNA5-8SN3,ENSG00000288387,124907684
4920,RNA5-8SN3,ENSG00000288387,124907694
4921,RNA5-8SN3,ENSG00000288387,124907705
4922,RNA5-8SN3,ENSG00000288387,124907709
4923,RNA5-8SN3,ENSG00000288387,124907710
4924,RNA5-8SN3,ENSG00000288387,124907711
4925,RNA5-8SN3,ENSG00000288387,124907712
4926,RNA5-8SN3,ENSG00000288387,124907713
4927,RNA5-8SN3,ENSG00000288387,124907714
4928,RNA5-8SN3,ENSG00000288387,124907715
4929,RNA5-8SN3,ENSG00000288387,124907716
4930,RNA5-8SN3,ENSG00000288387,124907717
4931,RNA5-8SN3,ENSG00000288387,124907718
4932,RNA5-8SN3,ENSG00000288387,124907719
4933,RNA5-8SN3,ENSG00000288387,124907720
4934,RNA5-8SN3,ENSG00000288387,124907721
4935,RNA5-8SN3,ENSG00000288387,124908237
4936,RNA5-8SN3,ENSG00000288387,124908238
4937,RNA5-8SN3,ENSG00000288387,124908239
4938,RNA5-8SN3,ENSG00000288387,124908240
4939,RNA5-8SN3,ENSG00000288387,124908241
4940,RNA5-8SN3,ENSG00000288387,124908242
4941,RNA5-8SN3,ENSG00000288387,124908243
4942,RNA5-8SN3,ENSG00000288387,124908244
4943,RNA5-8SN3,ENSG00000288387,124908245
4944,RNA5-8SN3,ENSG00000288387,124908246
4945,RNA5-8SN3,ENSG00000288387,124908247
4946,RNA5-8SN3,ENSG00000288387,124908248
4947,RNA5-8SN3,ENSG00000288387,124908249
4948,RNA5-8SN3,ENSG00000288387,124908257
4949,RNA5-8SN3,ENSG00000288387,124908268
