,external_gene_name,ensembl_gene_id,entrezgene_id
57406,RNA5S4,ENSG00000200381,124905793
57407,RNA5S4,ENSG00000200381,124905794
57408,RNA5S4,ENSG00000200381,124905795
57409,RNA5S4,ENSG00000200381,124905796
57410,RNA5S4,ENSG00000200381,124905797
57411,RNA5S4,ENSG00000200381,124905798
57412,RNA5S4,ENSG00000200381,124905800
57413,RNA5S4,ENSG00000200381,124905801
57414,RNA5S4,ENSG00000200381,124905802
57415,RNA5S4,ENSG00000200381,124905803
57416,RNA5S4,ENSG00000200381,124905804
57417,RNA5S4,ENSG00000200381,124905805
57418,RNA5S4,ENSG00000200381,124905807
57419,RNA5S4,ENSG00000200381,124905819
57420,RNA5S4,ENSG00000200381,124905822
57421,RNA5S4,ENSG00000200381,124905823
57422,RNA5S4,ENSG00000200381,124905824
57423,RNA5S4,ENSG00000200381,124905825
57424,RNA5S4,ENSG00000200381,124905826
57425,RNA5S4,ENSG00000200381,124905827
57426,RNA5S4,ENSG00000200381,124905828
57427,RNA5S4,ENSG00000200381,124905829
57428,RNA5S4,ENSG00000200381,124905830
57429,RNA5S4,ENSG00000200381,124905831
57430,RNA5S4,ENSG00000200381,124905832
57431,RNA5S4,ENSG00000200381,124905833
57432,RNA5S4,ENSG00000200381,124905834
57433,RNA5S4,ENSG00000200381,124905835
57434,RNA5S4,ENSG00000200381,124905836
57435,RNA5S4,ENSG00000200381,124905837
57436,RNA5S4,ENSG00000200381,124905838
57437,RNA5S4,ENSG00000200381,124905839
57438,RNA5S4,ENSG00000200381,124905840
57439,RNA5S4,ENSG00000200381,124905841
57440,RNA5S4,ENSG00000200381,124905842
57441,RNA5S4,ENSG00000200381,124905843
57442,RNA5S4,ENSG00000200381,124905844
57443,RNA5S4,ENSG00000200381,124905845
57444,RNA5S4,ENSG00000200381,124905846
57445,RNA5S5,ENSG00000199396,100169756
57446,RNA5S5,ENSG00000199396,124905422
57447,RNA5S5,ENSG00000199396,124905424
57448,RNA5S5,ENSG00000199396,124905425
57449,RNA5S5,ENSG00000199396,124905426
57450,RNA5S5,ENSG00000199396,124905427
57451,RNA5S5,ENSG00000199396,124905428
57452,RNA5S5,ENSG00000199396,124905429
57453,RNA5S5,ENSG00000199396,124905430
57454,RNA5S5,ENSG00000199396,124905431
57455,RNA5S5,ENSG00000199396,124905432
57456,RNA5S5,ENSG00000199396,124905433
57457,RNA5S5,ENSG00000199396,124905434
57458,RNA5S5,ENSG00000199396,124905435
57459,RNA5S5,ENSG00000199396,124905436
57460,RNA5S5,ENSG00000199396,124905437
57461,RNA5S5,ENSG00000199396,124905438
57462,RNA5S5,ENSG00000199396,124905754
57463,RNA5S5,ENSG00000199396,124905755
57464,RNA5S5,ENSG00000199396,124905756
57465,RNA5S5,ENSG00000199396,124905757
57466,RNA5S5,ENSG00000199396,124905758
57467,RNA5S5,ENSG00000199396,124905759
57468,RNA5S5,ENSG00000199396,124905760
57469,RNA5S5,ENSG00000199396,124905761
57470,RNA5S5,ENSG00000199396,124905762
57471,RNA5S5,ENSG00000199396,124905763
57472,RNA5S5,ENSG00000199396,124905764
57473,RNA5S5,ENSG00000199396,124905765
57474,RNA5S5,ENSG00000199396,124905768
57475,RNA5S5,ENSG00000199396,124905769
57476,RNA5S5,ENSG00000199396,124905770
57477,RNA5S5,ENSG00000199396,124905771
57478,RNA5S5,ENSG00000199396,124905772
57479,RNA5S5,ENSG00000199396,124905773
57480,RNA5S5,ENSG00000199396,124905774
57481,RNA5S5,ENSG00000199396,124905775
57482,RNA5S5,ENSG00000199396,124905776
57483,RNA5S5,ENSG00000199396,124905777
57484,RNA5S5,ENSG00000199396,124905778
57485,RNA5S5,ENSG00000199396,124905779
57486,RNA5S5,ENSG00000199396,124905780
57487,RNA5S5,ENSG00000199396,124905781
57488,RNA5S5,ENSG00000199396,124905782
57489,RNA5S5,ENSG00000199396,124905783
57490,RNA5S5,ENSG00000199396,124905784
57491,RNA5S5,ENSG00000199396,124905785
57492,RNA5S5,ENSG00000199396,124905786
57493,RNA5S5,ENSG00000199396,124905787
57494,RNA5S5,ENSG00000199396,124905788
57495,RNA5S5,ENSG00000199396,124905791
57496,RNA5S5,ENSG00000199396,124905792
57497,RNA5S5,ENSG00000199396,124905793
57498,RNA5S5,ENSG00000199396,124905794
57499,RNA5S5,ENSG00000199396,124905795
57500,RNA5S5,ENSG00000199396,124905796
57501,RNA5S5,ENSG00000199396,124905797
57502,RNA5S5,ENSG00000199396,124905798
57503,RNA5S5,ENSG00000199396,124905800
57504,RNA5S5,ENSG00000199396,124905801
57505,RNA5S5,ENSG00000199396,124905802
57506,RNA5S5,ENSG00000199396,124905803
57507,RNA5S5,ENSG00000199396,124905804
57508,RNA5S5,ENSG00000199396,124905805
57509,RNA5S5,ENSG00000199396,124905807
57510,RNA5S5,ENSG00000199396,124905819
57511,RNA5S5,ENSG00000199396,124905822
57512,RNA5S5,ENSG00000199396,124905823
57513,RNA5S5,ENSG00000199396,124905824
57514,RNA5S5,ENSG00000199396,124905825
57515,RNA5S5,ENSG00000199396,124905826
57516,RNA5S5,ENSG00000199396,124905827
57517,RNA5S5,ENSG00000199396,124905828
57518,RNA5S5,ENSG00000199396,124905829
57519,RNA5S5,ENSG00000199396,124905830
57520,RNA5S5,ENSG00000199396,124905831
57521,RNA5S5,ENSG00000199396,124905832
57522,RNA5S5,ENSG00000199396,124905833
57523,RNA5S5,ENSG00000199396,124905834
57524,RNA5S5,ENSG00000199396,124905835
57525,RNA5S5,ENSG00000199396,124905836
57526,RNA5S5,ENSG00000199396,124905837
57527,RNA5S5,ENSG00000199396,124905838
57528,RNA5S5,ENSG00000199396,124905839
57529,RNA5S5,ENSG00000199396,124905840
57530,RNA5S5,ENSG00000199396,124905841
57531,RNA5S5,ENSG00000199396,124905842
57532,RNA5S5,ENSG00000199396,124905843
57533,RNA5S5,ENSG00000199396,124905844
57534,RNA5S5,ENSG00000199396,124905845
57535,RNA5S5,ENSG00000199396,124905846
57536,RNA5S6,ENSG00000200624,100169757
57537,RNA5S6,ENSG00000200624,124905422
57538,RNA5S6,ENSG00000200624,124905424
57539,RNA5S6,ENSG00000200624,124905425
57540,RNA5S6,ENSG00000200624,124905426
57541,RNA5S6,ENSG00000200624,124905427
57542,RNA5S6,ENSG00000200624,124905428
57543,RNA5S6,ENSG00000200624,124905429
57544,RNA5S6,ENSG00000200624,124905430
57545,RNA5S6,ENSG00000200624,124905431
57546,RNA5S6,ENSG00000200624,124905432
57547,RNA5S6,ENSG00000200624,124905433
57548,RNA5S6,ENSG00000200624,124905434
57549,RNA5S6,ENSG00000200624,124905435
57550,RNA5S6,ENSG00000200624,124905436
57551,RNA5S6,ENSG00000200624,124905437
57552,RNA5S6,ENSG00000200624,124905438
57553,RNA5S6,ENSG00000200624,124905754
57554,RNA5S6,ENSG00000200624,124905755
57555,RNA5S6,ENSG00000200624,124905756
57556,RNA5S6,ENSG00000200624,124905757
57557,RNA5S6,ENSG00000200624,124905758
57558,RNA5S6,ENSG00000200624,124905759
57559,RNA5S6,ENSG00000200624,124905760
57560,RNA5S6,ENSG00000200624,124905761
57561,RNA5S6,ENSG00000200624,124905762
57562,RNA5S6,ENSG00000200624,124905763
57563,RNA5S6,ENSG00000200624,124905764
57564,RNA5S6,ENSG00000200624,124905765
57565,RNA5S6,ENSG00000200624,124905768
57566,RNA5S6,ENSG00000200624,124905769
57567,RNA5S6,ENSG00000200624,124905770
57568,RNA5S6,ENSG00000200624,124905771
57569,RNA5S6,ENSG00000200624,124905772
57570,RNA5S6,ENSG00000200624,124905773
57571,RNA5S6,ENSG00000200624,124905774
57572,RNA5S6,ENSG00000200624,124905775
57573,RNA5S6,ENSG00000200624,124905776
57574,RNA5S6,ENSG00000200624,124905777
57575,RNA5S6,ENSG00000200624,124905778
57576,RNA5S6,ENSG00000200624,124905779
57577,RNA5S6,ENSG00000200624,124905780
57578,RNA5S6,ENSG00000200624,124905781
57579,RNA5S6,ENSG00000200624,124905782
57580,RNA5S6,ENSG00000200624,124905783
57581,RNA5S6,ENSG00000200624,124905784
57582,RNA5S6,ENSG00000200624,124905785
57583,RNA5S6,ENSG00000200624,124905786
57584,RNA5S6,ENSG00000200624,124905787
57585,RNA5S6,ENSG00000200624,124905788
57586,RNA5S6,ENSG00000200624,124905791
57587,RNA5S6,ENSG00000200624,124905792
57588,RNA5S6,ENSG00000200624,124905793
57589,RNA5S6,ENSG00000200624,124905794
57590,RNA5S6,ENSG00000200624,124905795
57591,RNA5S6,ENSG00000200624,124905796
57592,RNA5S6,ENSG00000200624,124905797
57593,RNA5S6,ENSG00000200624,124905798
57594,RNA5S6,ENSG00000200624,124905800
57595,RNA5S6,ENSG00000200624,124905801
57596,RNA5S6,ENSG00000200624,124905802
57597,RNA5S6,ENSG00000200624,124905803
57598,RNA5S6,ENSG00000200624,124905804
57599,RNA5S6,ENSG00000200624,124905805
57600,RNA5S6,ENSG00000200624,124905807
57601,RNA5S6,ENSG00000200624,124905819
57602,RNA5S6,ENSG00000200624,124905822
57603,RNA5S6,ENSG00000200624,124905823
57604,RNA5S6,ENSG00000200624,124905824
57605,RNA5S6,ENSG00000200624,124905825
57606,RNA5S6,ENSG00000200624,124905826
57607,RNA5S6,ENSG00000200624,124905827
57608,RNA5S6,ENSG00000200624,124905828
57609,RNA5S6,ENSG00000200624,124905829
57610,RNA5S6,ENSG00000200624,124905830
57611,RNA5S6,ENSG00000200624,124905831
57612,RNA5S6,ENSG00000200624,124905832
57613,RNA5S6,ENSG00000200624,124905833
57614,RNA5S6,ENSG00000200624,124905834
57615,RNA5S6,ENSG00000200624,124905835
57616,RNA5S6,ENSG00000200624,124905836
57617,RNA5S6,ENSG00000200624,124905837
57618,RNA5S6,ENSG00000200624,124905838
57619,RNA5S6,ENSG00000200624,124905839
57620,RNA5S6,ENSG00000200624,124905840
57621,RNA5S6,ENSG00000200624,124905841
57622,RNA5S6,ENSG00000200624,124905842
57623,RNA5S6,ENSG00000200624,124905843
57624,RNA5S6,ENSG00000200624,124905844
57625,RNA5S6,ENSG00000200624,124905845
57626,RNA5S6,ENSG00000200624,124905846
57627,RNA5S7,ENSG00000202521,100169758
57628,RNA5S7,ENSG00000202521,124905422
57629,RNA5S7,ENSG00000202521,124905424
57630,RNA5S7,ENSG00000202521,124905425
57631,RNA5S7,ENSG00000202521,124905426
57632,RNA5S7,ENSG00000202521,124905427
57633,RNA5S7,ENSG00000202521,124905428
57634,RNA5S7,ENSG00000202521,124905429
57635,RNA5S7,ENSG00000202521,124905430
57636,RNA5S7,ENSG00000202521,124905431
57637,RNA5S7,ENSG00000202521,124905432
57638,RNA5S7,ENSG00000202521,124905433
57639,RNA5S7,ENSG00000202521,124905434
57640,RNA5S7,ENSG00000202521,124905435
57641,RNA5S7,ENSG00000202521,124905436
57642,RNA5S7,ENSG00000202521,124905437
57643,RNA5S7,ENSG00000202521,124905438
57644,RNA5S7,ENSG00000202521,124905754
57645,RNA5S7,ENSG00000202521,124905755
57646,RNA5S7,ENSG00000202521,124905756
57647,RNA5S7,ENSG00000202521,124905757
57648,RNA5S7,ENSG00000202521,124905758
57649,RNA5S7,ENSG00000202521,124905759
57650,RNA5S7,ENSG00000202521,124905760
57651,RNA5S7,ENSG00000202521,124905761
57652,RNA5S7,ENSG00000202521,124905762
57653,RNA5S7,ENSG00000202521,124905763
57654,RNA5S7,ENSG00000202521,124905764
57655,RNA5S7,ENSG00000202521,124905765
57656,RNA5S7,ENSG00000202521,124905768
57657,RNA5S7,ENSG00000202521,124905769
57658,RNA5S7,ENSG00000202521,124905770
57659,RNA5S7,ENSG00000202521,124905771
57660,RNA5S7,ENSG00000202521,124905772
57661,RNA5S7,ENSG00000202521,124905773
57662,RNA5S7,ENSG00000202521,124905774
57663,RNA5S7,ENSG00000202521,124905775
57664,RNA5S7,ENSG00000202521,124905776
57665,RNA5S7,ENSG00000202521,124905777
57666,RNA5S7,ENSG00000202521,124905778
57667,RNA5S7,ENSG00000202521,124905779
57668,RNA5S7,ENSG00000202521,124905780
57669,RNA5S7,ENSG00000202521,124905781
57670,RNA5S7,ENSG00000202521,124905782
57671,RNA5S7,ENSG00000202521,124905783
57672,RNA5S7,ENSG00000202521,124905784
57673,RNA5S7,ENSG00000202521,124905785
57674,RNA5S7,ENSG00000202521,124905786
57675,RNA5S7,ENSG00000202521,124905787
57676,RNA5S7,ENSG00000202521,124905788
57677,RNA5S7,ENSG00000202521,124905791
57678,RNA5S7,ENSG00000202521,124905792
57679,RNA5S7,ENSG00000202521,124905793
57680,RNA5S7,ENSG00000202521,124905794
57681,RNA5S7,ENSG00000202521,124905795
57682,RNA5S7,ENSG00000202521,124905796
57683,RNA5S7,ENSG00000202521,124905797
57684,RNA5S7,ENSG00000202521,124905798
57685,RNA5S7,ENSG00000202521,124905800
57686,RNA5S7,ENSG00000202521,124905801
57687,RNA5S7,ENSG00000202521,124905802
57688,RNA5S7,ENSG00000202521,124905803
57689,RNA5S7,ENSG00000202521,124905804
57690,RNA5S7,ENSG00000202521,124905805
57691,RNA5S7,ENSG00000202521,124905807
57692,RNA5S7,ENSG00000202521,124905819
57693,RNA5S7,ENSG00000202521,124905822
57694,RNA5S7,ENSG00000202521,124905823
57695,RNA5S7,ENSG00000202521,124905824
57696,RNA5S7,ENSG00000202521,124905825
57697,RNA5S7,ENSG00000202521,124905826
57698,RNA5S7,ENSG00000202521,124905827
57699,RNA5S7,ENSG00000202521,124905828
57700,RNA5S7,ENSG00000202521,124905829
57701,RNA5S7,ENSG00000202521,124905830
57702,RNA5S7,ENSG00000202521,124905831
57703,RNA5S7,ENSG00000202521,124905832
57704,RNA5S7,ENSG00000202521,124905833
57705,RNA5S7,ENSG00000202521,124905834
57706,RNA5S7,ENSG00000202521,124905835
57707,RNA5S7,ENSG00000202521,124905836
57708,RNA5S7,ENSG00000202521,124905837
57709,RNA5S7,ENSG00000202521,124905838
57710,RNA5S7,ENSG00000202521,124905839
57711,RNA5S7,ENSG00000202521,124905840
57712,RNA5S7,ENSG00000202521,124905841
57713,RNA5S7,ENSG00000202521,124905842
57714,RNA5S7,ENSG00000202521,124905843
57715,RNA5S7,ENSG00000202521,124905844
57716,RNA5S7,ENSG00000202521,124905845
57717,RNA5S7,ENSG00000202521,124905846
57718,TBX5-AS1,ENSG00000255399,255480
57719,RNA5S8,ENSG00000200343,100169759
57720,RNA5S8,ENSG00000200343,124905422
57721,RNA5S8,ENSG00000200343,124905424
57722,RNA5S8,ENSG00000200343,124905425
57723,RNA5S8,ENSG00000200343,124905426
57724,RNA5S8,ENSG00000200343,124905427
57725,RNA5S8,ENSG00000200343,124905428
57726,RNA5S8,ENSG00000200343,124905429
57727,RNA5S8,ENSG00000200343,124905430
57728,RNA5S8,ENSG00000200343,124905431
57729,RNA5S8,ENSG00000200343,124905432
57730,RNA5S8,ENSG00000200343,124905433
57731,RNA5S8,ENSG00000200343,124905434
57732,RNA5S8,ENSG00000200343,124905435
57733,RNA5S8,ENSG00000200343,124905436
57734,RNA5S8,ENSG00000200343,124905437
57735,RNA5S8,ENSG00000200343,124905438
57736,RNA5S8,ENSG00000200343,124905754
57737,RNA5S8,ENSG00000200343,124905755
57738,RNA5S8,ENSG00000200343,124905756
57739,RNA5S8,ENSG00000200343,124905757
57740,RNA5S8,ENSG00000200343,124905758
57741,RNA5S8,ENSG00000200343,124905759
57742,RNA5S8,ENSG00000200343,124905760
57743,RNA5S8,ENSG00000200343,124905761
57744,RNA5S8,ENSG00000200343,124905762
57745,RNA5S8,ENSG00000200343,124905763
57746,RNA5S8,ENSG00000200343,124905764
57747,RNA5S8,ENSG00000200343,124905765
57748,RNA5S8,ENSG00000200343,124905768
57749,RNA5S8,ENSG00000200343,124905769
57750,RNA5S8,ENSG00000200343,124905770
57751,RNA5S8,ENSG00000200343,124905771
57752,RNA5S8,ENSG00000200343,124905772
57753,RNA5S8,ENSG00000200343,124905773
57754,RNA5S8,ENSG00000200343,124905774
57755,RNA5S8,ENSG00000200343,124905775
57756,RNA5S8,ENSG00000200343,124905776
57757,RNA5S8,ENSG00000200343,124905777
57758,RNA5S8,ENSG00000200343,124905778
57759,RNA5S8,ENSG00000200343,124905779
57760,RNA5S8,ENSG00000200343,124905780
57761,RNA5S8,ENSG00000200343,124905781
57762,RNA5S8,ENSG00000200343,124905782
57763,RNA5S8,ENSG00000200343,124905783
57764,RNA5S8,ENSG00000200343,124905784
57765,RNA5S8,ENSG00000200343,124905785
57766,RNA5S8,ENSG00000200343,124905786
57767,RNA5S8,ENSG00000200343,124905787
57768,RNA5S8,ENSG00000200343,124905788
57769,RNA5S8,ENSG00000200343,124905791
57770,RNA5S8,ENSG00000200343,124905792
57771,RNA5S8,ENSG00000200343,124905793
57772,RNA5S8,ENSG00000200343,124905794
57773,RNA5S8,ENSG00000200343,124905795
57774,RNA5S8,ENSG00000200343,124905796
57775,RNA5S8,ENSG00000200343,124905797
57776,RNA5S8,ENSG00000200343,124905798
57777,RNA5S8,ENSG00000200343,124905800
57778,RNA5S8,ENSG00000200343,124905801
57779,RNA5S8,ENSG00000200343,124905802
57780,RNA5S8,ENSG00000200343,124905803
57781,RNA5S8,ENSG00000200343,124905804
57782,RNA5S8,ENSG00000200343,124905805
57783,RNA5S8,ENSG00000200343,124905807
57784,RNA5S8,ENSG00000200343,124905819
57785,RNA5S8,ENSG00000200343,124905822
57786,RNA5S8,ENSG00000200343,124905823
57787,RNA5S8,ENSG00000200343,124905824
57788,RNA5S8,ENSG00000200343,124905825
57789,RNA5S8,ENSG00000200343,124905826
57790,RNA5S8,ENSG00000200343,124905827
57791,RNA5S8,ENSG00000200343,124905828
57792,RNA5S8,ENSG00000200343,124905829
57793,RNA5S8,ENSG00000200343,124905830
57794,RNA5S8,ENSG00000200343,124905831
57795,RNA5S8,ENSG00000200343,124905832
57796,RNA5S8,ENSG00000200343,124905833
57797,RNA5S8,ENSG00000200343,124905834
57798,RNA5S8,ENSG00000200343,124905835
57799,RNA5S8,ENSG00000200343,124905836
57800,RNA5S8,ENSG00000200343,124905837
57801,RNA5S8,ENSG00000200343,124905838
57802,RNA5S8,ENSG00000200343,124905839
57803,RNA5S8,ENSG00000200343,124905840
57804,RNA5S8,ENSG00000200343,124905841
57805,RNA5S8,ENSG00000200343,124905842
57806,RNA5S8,ENSG00000200343,124905843
57807,RNA5S8,ENSG00000200343,124905844
57808,RNA5S8,ENSG00000200343,124905845
57809,RNA5S8,ENSG00000200343,124905846
57810,RNA5S9,ENSG00000201321,100169760
57811,RNA5S10,ENSG00000199910,100169761
57812,RNA5S10,ENSG00000199910,124905422
57813,RNA5S10,ENSG00000199910,124905424
57814,RNA5S10,ENSG00000199910,124905425
57815,RNA5S10,ENSG00000199910,124905426
57816,RNA5S10,ENSG00000199910,124905427
57817,RNA5S10,ENSG00000199910,124905428
57818,RNA5S10,ENSG00000199910,124905429
57819,RNA5S10,ENSG00000199910,124905430
57820,RNA5S10,ENSG00000199910,124905431
57821,RNA5S10,ENSG00000199910,124905432
57822,RNA5S10,ENSG00000199910,124905433
57823,RNA5S10,ENSG00000199910,124905434
57824,RNA5S10,ENSG00000199910,124905435
57825,RNA5S10,ENSG00000199910,124905436
57826,RNA5S10,ENSG00000199910,124905437
57827,RNA5S10,ENSG00000199910,124905438
57828,RNA5S10,ENSG00000199910,124905754
57829,RNA5S10,ENSG00000199910,124905755
57830,RNA5S10,ENSG00000199910,124905756
57831,RNA5S10,ENSG00000199910,124905757
57832,RNA5S10,ENSG00000199910,124905758
57833,RNA5S10,ENSG00000199910,124905759
57834,RNA5S10,ENSG00000199910,124905760
57835,RNA5S10,ENSG00000199910,124905761
57836,RNA5S10,ENSG00000199910,124905762
57837,RNA5S10,ENSG00000199910,124905763
57838,RNA5S10,ENSG00000199910,124905764
57839,RNA5S10,ENSG00000199910,124905765
57840,RNA5S10,ENSG00000199910,124905768
57841,RNA5S10,ENSG00000199910,124905769
57842,RNA5S10,ENSG00000199910,124905770
57843,RNA5S10,ENSG00000199910,124905771
57844,RNA5S10,ENSG00000199910,124905772
57845,RNA5S10,ENSG00000199910,124905773
57846,RNA5S10,ENSG00000199910,124905774
57847,RNA5S10,ENSG00000199910,124905775
57848,RNA5S10,ENSG00000199910,124905776
57849,RNA5S10,ENSG00000199910,124905777
57850,RNA5S10,ENSG00000199910,124905778
57851,RNA5S10,ENSG00000199910,124905779
57852,RNA5S10,ENSG00000199910,124905780
57853,RNA5S10,ENSG00000199910,124905781
57854,RNA5S10,ENSG00000199910,124905782
57855,RNA5S10,ENSG00000199910,124905783
57856,RNA5S10,ENSG00000199910,124905784
57857,RNA5S10,ENSG00000199910,124905785
57858,RNA5S10,ENSG00000199910,124905786
57859,RNA5S10,ENSG00000199910,124905787
57860,RNA5S10,ENSG00000199910,124905788
57861,RNA5S10,ENSG00000199910,124905791
57862,RNA5S10,ENSG00000199910,124905792
57863,RNA5S10,ENSG00000199910,124905793
57864,RNA5S10,ENSG00000199910,124905794
57865,RNA5S10,ENSG00000199910,124905795
57866,RNA5S10,ENSG00000199910,124905796
57867,RNA5S10,ENSG00000199910,124905797
57868,RNA5S10,ENSG00000199910,124905798
57869,RNA5S10,ENSG00000199910,124905800
57870,RNA5S10,ENSG00000199910,124905801
57871,RNA5S10,ENSG00000199910,124905802
57872,RNA5S10,ENSG00000199910,124905803
57873,RNA5S10,ENSG00000199910,124905804
57874,RNA5S10,ENSG00000199910,124905805
57875,RNA5S10,ENSG00000199910,124905807
57876,RNA5S10,ENSG00000199910,124905819
57877,RNA5S10,ENSG00000199910,124905822
57878,RNA5S10,ENSG00000199910,124905823
57879,RNA5S10,ENSG00000199910,124905824
57880,RNA5S10,ENSG00000199910,124905825
57881,RNA5S10,ENSG00000199910,124905826
57882,RNA5S10,ENSG00000199910,124905827
57883,RNA5S10,ENSG00000199910,124905828
57884,RNA5S10,ENSG00000199910,124905829
57885,RNA5S10,ENSG00000199910,124905830
57886,RNA5S10,ENSG00000199910,124905831
57887,RNA5S10,ENSG00000199910,124905832
57888,RNA5S10,ENSG00000199910,124905833
57889,RNA5S10,ENSG00000199910,124905834
57890,RNA5S10,ENSG00000199910,124905835
57891,RNA5S10,ENSG00000199910,124905836
57892,RNA5S10,ENSG00000199910,124905837
57893,RNA5S10,ENSG00000199910,124905838
57894,RNA5S10,ENSG00000199910,124905839
57895,RNA5S10,ENSG00000199910,124905840
57896,RNA5S10,ENSG00000199910,124905841
57897,RNA5S10,ENSG00000199910,124905842
57898,RNA5S10,ENSG00000199910,124905843
57899,RNA5S10,ENSG00000199910,124905844
57900,RNA5S10,ENSG00000199910,124905845
57901,RNA5S10,ENSG00000199910,124905846
57902,RNA5S11,ENSG00000199334,100169762
57903,RNA5S11,ENSG00000199334,124905422
57904,RNA5S11,ENSG00000199334,124905424
57905,RNA5S11,ENSG00000199334,124905425
57906,RNA5S11,ENSG00000199334,124905426
57907,RNA5S11,ENSG00000199334,124905427
57908,RNA5S11,ENSG00000199334,124905428
57909,RNA5S11,ENSG00000199334,124905429
57910,RNA5S11,ENSG00000199334,124905430
57911,RNA5S11,ENSG00000199334,124905431
57912,RNA5S11,ENSG00000199334,124905432
57913,RNA5S11,ENSG00000199334,124905433
57914,RNA5S11,ENSG00000199334,124905434
57915,RNA5S11,ENSG00000199334,124905435
57916,RNA5S11,ENSG00000199334,124905436
57917,RNA5S11,ENSG00000199334,124905437
57918,RNA5S11,ENSG00000199334,124905438
57919,RNA5S11,ENSG00000199334,124905754
57920,RNA5S11,ENSG00000199334,124905755
57921,RNA5S11,ENSG00000199334,124905756
57922,RNA5S11,ENSG00000199334,124905757
57923,RNA5S11,ENSG00000199334,124905758
57924,RNA5S11,ENSG00000199334,124905759
57925,RNA5S11,ENSG00000199334,124905760
57926,RNA5S11,ENSG00000199334,124905761
57927,RNA5S11,ENSG00000199334,124905762
57928,RNA5S11,ENSG00000199334,124905763
57929,RNA5S11,ENSG00000199334,124905764
57930,RNA5S11,ENSG00000199334,124905765
57931,RNA5S11,ENSG00000199334,124905768
57932,RNA5S11,ENSG00000199334,124905769
57933,RNA5S11,ENSG00000199334,124905770
57934,RNA5S11,ENSG00000199334,124905771
57935,RNA5S11,ENSG00000199334,124905772
57936,RNA5S11,ENSG00000199334,124905773
57937,RNA5S11,ENSG00000199334,124905774
57938,RNA5S11,ENSG00000199334,124905775
57939,RNA5S11,ENSG00000199334,124905776
57940,RNA5S11,ENSG00000199334,124905777
57941,RNA5S11,ENSG00000199334,124905778
57942,RNA5S11,ENSG00000199334,124905779
57943,RNA5S11,ENSG00000199334,124905780
57944,RNA5S11,ENSG00000199334,124905781
57945,RNA5S11,ENSG00000199334,124905782
57946,RNA5S11,ENSG00000199334,124905783
57947,RNA5S11,ENSG00000199334,124905784
57948,RNA5S11,ENSG00000199334,124905785
57949,RNA5S11,ENSG00000199334,124905786
57950,RNA5S11,ENSG00000199334,124905787
57951,RNA5S11,ENSG00000199334,124905788
57952,RNA5S11,ENSG00000199334,124905791
57953,RNA5S11,ENSG00000199334,124905792
57954,RNA5S11,ENSG00000199334,124905793
57955,RNA5S11,ENSG00000199334,124905794
57956,RNA5S11,ENSG00000199334,124905795
57957,RNA5S11,ENSG00000199334,124905796
57958,RNA5S11,ENSG00000199334,124905797
57959,RNA5S11,ENSG00000199334,124905798
57960,RNA5S11,ENSG00000199334,124905800
57961,RNA5S11,ENSG00000199334,124905801
57962,RNA5S11,ENSG00000199334,124905802
57963,RNA5S11,ENSG00000199334,124905803
57964,RNA5S11,ENSG00000199334,124905804
57965,RNA5S11,ENSG00000199334,124905805
57966,RNA5S11,ENSG00000199334,124905807
57967,RNA5S11,ENSG00000199334,124905819
57968,RNA5S11,ENSG00000199334,124905822
57969,RNA5S11,ENSG00000199334,124905823
57970,RNA5S11,ENSG00000199334,124905824
57971,RNA5S11,ENSG00000199334,124905825
57972,RNA5S11,ENSG00000199334,124905826
57973,RNA5S11,ENSG00000199334,124905827
57974,RNA5S11,ENSG00000199334,124905828
57975,RNA5S11,ENSG00000199334,124905829
57976,RNA5S11,ENSG00000199334,124905830
57977,RNA5S11,ENSG00000199334,124905831
57978,RNA5S11,ENSG00000199334,124905832
57979,RNA5S11,ENSG00000199334,124905833
57980,RNA5S11,ENSG00000199334,124905834
57981,RNA5S11,ENSG00000199334,124905835
57982,RNA5S11,ENSG00000199334,124905836
57983,RNA5S11,ENSG00000199334,124905837
57984,RNA5S11,ENSG00000199334,124905838
57985,RNA5S11,ENSG00000199334,124905839
57986,RNA5S11,ENSG00000199334,124905840
57987,RNA5S11,ENSG00000199334,124905841
57988,RNA5S11,ENSG00000199334,124905842
57989,RNA5S11,ENSG00000199334,124905843
57990,RNA5S11,ENSG00000199334,124905844
57991,RNA5S11,ENSG00000199334,124905845
57992,RNA5S11,ENSG00000199334,124905846
57993,RNA5S12,ENSG00000199270,100169763
57994,RNA5S12,ENSG00000199270,124905422
57995,RNA5S12,ENSG00000199270,124905424
57996,RNA5S12,ENSG00000199270,124905425
57997,RNA5S12,ENSG00000199270,124905426
57998,RNA5S12,ENSG00000199270,124905427
57999,RNA5S12,ENSG00000199270,124905428
58000,RNA5S12,ENSG00000199270,124905429
58001,RNA5S12,ENSG00000199270,124905430
58002,RNA5S12,ENSG00000199270,124905431
58003,RNA5S12,ENSG00000199270,124905432
58004,RNA5S12,ENSG00000199270,124905433
58005,RNA5S12,ENSG00000199270,124905434
58006,RNA5S12,ENSG00000199270,124905435
58007,RNA5S12,ENSG00000199270,124905436
58008,RNA5S12,ENSG00000199270,124905437
58009,RNA5S12,ENSG00000199270,124905438
58010,RNA5S12,ENSG00000199270,124905754
58011,RNA5S12,ENSG00000199270,124905755
58012,RNA5S12,ENSG00000199270,124905756
